miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39
hsa-miR-3151-5p	0.180518	0	0	0	0	0	0	0	0	0.30028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18659	0	0	0	0	0	0	0	0	0	0.28418	0	0.273211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3152-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3154	0	0.393946	0.615186	0	0.918245	0.220874	0.212734	0.1887	0	0	0	0	0.291975	0.402534	0	0.29402	0.516958	0	0.234553	0.209448	0	0.215304	0	0.216579	0	0.18659	0.349564	0.136143	0	0	0	0	0.373616	0	0	0	0	0	0.30093	0.156501	0.299452	0.520623	0.106837	0.167512	0.20494	0.125326	0.492453	0.152022	0.183551	0	0.192383	0	0.273196	0.39465	0	0.199739	1.691425	0.922009	0.403213	0.903964	0.157266	0.211751	0.157473	0.191338	0.374582	0.812912	0.308484	0	0.462954	0.967889	0.37177	0.221647	0.268308	0.166537	0	0.197573	0.406498	0.532632
hsa-miR-3155a	0	0	0	0	0	0	0.212734	0	0	0	0	0	0	0.201267	0	0	0	0	0	0.209448	0	0	0	0	0	0	0	0	0.407894	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106837	0	0	0	0	0.152022	0	0	0	0	0.136598	0	0	0	0	0	0	0	0	0	0.157473	0	0	0	0	0	0	0	0.37177	0	0	0	0	0	0	0
hsa-miR-3157-5p	0	0.196973	0	0.552142	0.306082	0	0	0.1887	0	0.30028	0	0.268524	0	0.805069	0.59152	0	0.516958	0.170492	0.234553	0.209448	0.351417	0.215304	0	0.433159	0.61868	0.37318	0	0	0	0.317422	0.475366	0.261475	0	0	0.534144	0	0.196877	1.366055	0	0.626004	0.149726	0	0.213674	0.167512	0.20494	0.125326	0.492453	0	0.550653	0	0	0.208852	0.136598	0.2631	0	0.299607	0.281904	0	0.403213	0	0	0	0.472419	0	0	0.203228	0	0.225523	0	0	0.185885	0.443294	0.268308	0	0	0.197573	0	0
hsa-miR-3159	0	0	0	0	0	0.220874	0	0	0	0	0	0	0	0.402535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152022	0.183551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175771	0	0	0
hsa-miR-3161	0	0	0	0.552141	0	0	0	0	0	0	0.669621	0	0	1.006337	0	0	0	0	0	0	0	0.215304	0.770237	0	0.46401	0	0	0	0	0	0	0	1.120848	0.714363	0.534144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203249	0
hsa-miR-3162-5p	0	0	0	0	0	0	0	0	0	0.30028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3163	0	0	0	0	0	0	0.212734	0.1887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267072	0	0	0	0	0	0	0	0.320511	0	0	0.250652	0	0	0	0	0.192383	0.208852	0.136598	0.13155	0	0	0	0.153668	0	0	0	0.423503	0	0	0.187291	0	0.154242	0	0	0	0	0	0	0.166537	0	0	0	0.106526
hsa-miR-3164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3165	0	0	0	0	0	0	0	0.1887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3168	0.180518	0	0	0	0	0	0	0	0.364148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317422	0.237683	0	0	0	0	0.28418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3170	2.166216	0.393946	0.615186	0.276071	0.306082	1.325246	0.850936	1.132198	4.005625	0.60056	1.004431	0.268524	0	1.006336	2.9576	0.29402	0.258479	1.022953	1.798242	0.418896	0	0.861216	1.155355	0.216579	0.61868	0	0	0	0.407894	1.904531	0.950733	0.784425	0.747232	0.238121	0.267072	1.13672	0.590631	2.185687	0.150465	0.313002	0.149726	0	0.106837	0	0.20494	0	0.164151	0.456065	0.183551	0.17534	0.192383	0	0	0	0	0	0	0	0	0	0.314532	0	0.472419	0	0	0.203228	0	0	0	0	0	0	0.268308	0	0.351541	0	0	0.106526
hsa-miR-3171	0	0	0	0.276071	0	0	0	0	2.913183	0	0	0	0	0.201267	0.88728	0	0	0	0	0	0.175709	0	0	0	0	0.18659	0	0	0	0	0	0	0	0	0.534144	0.56836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-3p	0	0	0	0.276071	0	0.441748	0	0	0	0	0	0	0	0	0.29576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3174	0.180518	0.787892	0.205062	0.552142	0	0	0	0.3774	0.364148	0.60056	0	0	0.291975	0.201267	0.59152	0.14701	0	0.340984	0.234553	0	0.175709	0	0	0.433159	0	0.18659	0.699128	0.272286	0	1.587108	0.475366	0	0	0.238121	0.267072	1.136721	0.393754	0	0.150465	0.313002	0.149726	0.520623	0.106837	0	0	0	0.328302	0	0	0	0	0.208852	0.136598	0.13155	0	0.199738	0.563808	0	0	0	0	0.635254	0	0	0	0	0	0	0	0	0.185885	0	0	0	0	0	0	0
hsa-miR-3175	0	0.196973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3176	0.541554	0	0.410124	0	0	0.220874	0	0.754799	0	1.801681	0	0	0.291975	1.006337	0.29576	0	0	0.340984	0.156368	0	0.527127	0	1.92559	0	0	0.18659	0	0.272286	0.815788	0.317422	0.713049	0.261475	0	0.476242	0.267072	1.13672	0	3.551742	0.150465	0.313002	0	0	0	0	0	0	0	0	0	0	0	0.208852	0	0	0	0	0.281904	0	0	0	0	0	0.314946	0	0	0	0	0.225523	0	0	0	0	0	0	0.175771	0	0	0.106526
hsa-miR-3177-3p	0.541554	0.984864	0.205062	0.552142	0	0.220874	0	0.754799	1.092444	5.405043	0.33481	0	0	0.402535	0	0.29402	0	0.340984	0.703659	0	0.175709	0.645912	1.540473	0.433159	0.46401	0.18659	0	0.136143	0	1.904531	0.237683	0.52295	0	0	0.534144	0.85254	0.196877	0.819633	1.354183	0.156501	0	0	0	0	0	0	0.164151	0	0	0.35068	0	0	0.546391	0.13155	0	0	0	0.153668	0	0.225991	0	0	0	0	0	0.203228	0	0.225523	0	0.483944	0.185885	0	0	0.166537	0	0	0	0
hsa-miR-3178	0.180518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136143	0	0	0.237683	0	0	0	0	0	0	0	0.150465	0	0	0	0	0.167512	0.20494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3181	0	0	0	0	0	0	0.638202	0	0	0	0	0	0	0	0	0.14701	0	0	0	0	0	0	0	0	0	0.18659	0	0	0	0	0	0	0	0	0.267072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76953	0	0	0	0	0.099869	0	0	0	0	0	0	0	0	0.187291	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3183	0.180518	0	0.205062	0	0	0.220874	0.212734	0	0.364148	0	0	0	0.58395	0	0.59152	0	0	0	0.234553	0	0.175709	0	0	0.216579	0.15467	0	0	0	0.407894	0	0.237683	0.261475	0	0	0	0	0	0	0.150465	0	0	0	0	0	0	0	0	0	0	0.17534	0.192383	0	0	0	0	0	0	0.153668	0	0.225991	0	0	0	0.191338	0	0	0	0	0	0.483944	0	0.221647	0	0	0	0	0	0.106526
hsa-miR-3184-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-5p	0.90259	0.196973	0	0	0	0	0	0	0.364148	0	0.33481	0	0	0	3.54912	0.88206	0	0.340984	0	0	0	0	0.385118	0	0	0.18659	0	0	0	1.269687	0	0	0	0	0.267072	1.98926	0	0.273211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191338	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3187-3p	0	0	0.410124	0	0	0.441748	0.212734	0.1887	0	0	0	0	0.291975	0.201267	0.59152	0.14701	0	0	0	0	0.175709	0.215304	0.770236	0.866317	0.15467	0	0	0.136143	0.407894	1.269687	0.713049	0	0	0	0.534144	0.28418	0.393754	1.639265	0	0	0	0	0.106837	0.335024	0	0	0.164151	0	0	0.17534	0	0.208852	0	0	0	0.099869	0	0	0.201606	0	0	0	0	0	0.187291	0	0	0.676569	0	0.483944	0	0	0	0	0	0	0	0
hsa-miR-3188	0	0.196973	0	0.276071	0	1.104372	0.425468	0	0	1.201121	0	0.268524	0.291975	0.201267	0	0	0	0	0.078184	0	0.351417	0	0.385118	0.649738	0	0	1.048692	0.136143	0	0	0	0.784425	0	0	0	0	0	0	0.150465	0.156501	0	0	0	0	0	0	0.164151	0.608087	0	0.17534	0	0.208852	0.136598	0	0	0.099869	0.563808	0	0	0	0.157266	0	0	0.191338	0.561873	0	0	0	0.231477	0	0	0.664941	0	0.166537	0	0	0.203249	0
hsa-miR-3189-3p	2.888288	0.196973	0.205062	0	0	0	0	0.566099	0.364148	0.60056	2.008862	0	0.583949	1.006336	0	0.29402	0.258479	0.340984	0.781844	0	1.932794	0.215304	1.540473	0.216579	0.30934	0.18659	0.349564	0	0	0.634843	0.475366	0.52295	1.494464	0	0	0.28418	3.937541	0.273211	1.655113	0	0.149726	0	0	0.167512	0	0	0	0	0	0.35068	0	0.208852	0	0	0	0	0	0	0	0	0	0	0	0	0.187291	0	0	0	0	0	0	0.443294	0	0	0	0	0	0
hsa-miR-3190-5p	0	0	0	0.276071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317422	0	0	0	0	0	0	0	0.273211	0	0.313002	0	0	0	0	0	0.125326	0	0	0	0	0	0	0	0	0.188133	0	0	0	0	0.225991	0.157266	0	0	0	0.187291	0	0	0.225523	0	0	0	0	0	0	0	0	0	0
hsa-miR-3191-3p	0.180518	0.787892	0.205062	0	0.306082	0	0	0.3774	0	0.30028	0	0.268524	0.291975	0.603801	0.88728	0.29402	0.516958	0.340984	0.234553	0.628344	0.527126	0.861216	0	0	0.15467	0.18659	0	0.408429	0.407894	1.58711	0.950732	0.261475	0.373616	0.238121	0.267072	0.56836	0	0.546422	0	0.782505	0	0	0.106837	0.167512	0.20494	0.62663	0.328302	0	0.183551	0	0.192383	0	0.136598	0.13155	0	0.099869	0.281904	0.153668	0.201606	0.225991	0	0.423502	0	0	0.187291	0	0.308484	0.225523	0.231477	0	0	0	0.134154	0.49961	0	0	0	0
hsa-miR-3192-5p	0	0	0	0	0	0	0	0	0	0.30028	0	0	0.291975	0	0	0	0	0	0.156368	0	0.175709	0	0	0	0	0	0	0	0	0	0	0	0.373616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154242	0	0	0	0	0	0	0	0.175771	0	0	0
hsa-miR-3193	0.722072	0.984864	0.205062	0.828212	0	0.441748	0	0.566099	0	0.60056	0.33481	1.611143	0.291975	1.207603	0	0.29402	0.516958	0.511476	0.860029	0	0.527127	0.215304	0.385118	0.649737	0.15467	0.55977	0	0.40843	1.631577	1.269687	1.426098	0.261475	0.373616	0.238121	0.801216	0.85254	1.378139	0.546422	0.30093	1.095507	0.449178	1.56187	0.427348	0.670048	0.20494	0.250652	0.328302	0.760109	0.183551	0.35068	0.384766	0	0.136598	0.2631	0.188133	0.199738	1.127616	0.614672	0.604819	0.903964	0	0.211751	0.944838	0	0.749165	0	0.462726	0.451046	0.462954	0.967888	0.929425	0.664941	1.207386	0.832683	1.054624	0	0.203249	0.426105
hsa-miR-3194-5p	0	0	0.410124	0.276071	0	0.220874	0.212734	0.377399	0	0	0.33481	0	0	0	0	0	0	0.340984	0	0	0	0	0	0	0	0	0	0.272287	0	0	0	0	0	0	0	0	0	0.819633	0.30093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3195	0	0	0	0.276071	0	0	0	0	0	0	0.33481	0	0	0	0.88728	0.44103	0.516958	0	0	0	0	1.291825	0	0	0.61868	0.18659	0	0.136143	0	0	0.237683	0.52295	0.373616	0.476242	0	0	0.196877	0.273211	0.150465	0	0.299452	0	0	0	0.20494	0.125326	0.328302	0.608087	0.183551	0.70136	0.192383	0.208852	0.136598	0.13155	0.188133	0.099869	0	0.614672	0.201606	0.225991	0.157266	0.211751	0	0.765351	0	0.609684	0.308484	0	0	0	0	0.664941	0.134154	0.49961	0.175771	0.395146	0	1.065263
hsa-miR-3196	0	0	0.205062	0	0	0	0	0	0.364148	0	0	0	0	0	0	0	0	0	0.078184	0	0	0	0	0.216579	0	0	0	0	0.407894	0.634843	0	0	0	0	0	0	0	0.546422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3197	0	0	0	0	0	0	0.212734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.433159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-32-3p	0.361036	0.984864	0.205062	0.552142	0.306082	0.220874	0.425468	0.377399	0.364148	0.30028	0.66962	2.95376	0.58395	0.805069	0.29576	0.58804	0.258479	0.170492	0.234553	0	0.175709	0.645912	0.385118	0.216579	0.92802	1.49272	0	0.136143	0.815788	0.634844	1.426098	0.261475	2.615312	1.666847	0	1.13672	0.196877	1.366055	0.451394	1.095508	0.898356	0	0.854694	0.670048	0.81976	0.250652	0.328302	1.064152	0.183551	0.35068	0.192383	0.626556	0.409794	0.13155	0.564398	1.098563	0.845712	0.76834	0.403213	0.451982	0.786332	0	0.787365	0.76535	0.561874	0.812912	0.77121	0.902091	0.694431	0.967889	0.557655	1.994824	0.939078	0.166537	0.351541	0.395146	0.609747	0
hsa-miR-32-5p	10.289526	43.137044	19.275832	51.625199	27.547349	17.669939	25.102617	20.002152	43.333584	24.022415	43.525353	94.788843	49.343729	33.611658	22.181999	43.073964	27.398727	37.167293	27.599121	14.033004	28.113362	29.927285	26.57317	38.334546	32.79004	33.399604	53.483282	25.73111	22.842076	39.995135	24.956729	21.179488	24.658656	35.241897	24.303544	59.109482	37.997272	87.427491	30.69482	102.977731	48.960371	9.891846	81.195932	39.365291	28.896563	20.92945	27.905634	45.150433	20.007055	36.646062	29.434533	48.035995	30.324705	26.178457	23.328442	35.753238	32.418976	19.669521	18.547792	30.508785	35.384952	31.550938	43.462581	37.502158	39.705787	41.661715	25.141452	22.326755	46.526874	34.360054	55.207807	64.499327	30.721286	37.970346	27.771749	36.748588	50.405643	10.972215
hsa-miR-3200-3p	0.722072	1.772756	4.10124	4.41713	2.448653	7.730599	0.638202	0.754799	13.10932	0.30028	7.70064	0.537048	0	3.622813	3.25336	1.32309	0	1.022953	2.032795	0	0.527126	1.937738	13.864262	1.516054	1.23736	3.35862	0	0.272286	6.118413	0.952266	1.663781	3.399177	1.494464	1.190605	5.875583	1.705082	6.300066	2.732109	2.106507	2.347516	0.299452	0.520623	1.602551	1.507608	1.639521	0.250652	1.313207	0.91213	0.367102	1.05204	0.577149	0.835408	1.365978	0	0.376266	0.399477	0.563808	0.614672	0.201606	0.677973	0.786331	1.69401	1.732204	1.339363	1.123747	0.812912	0.462726	1.353137	1.388862	0.483944	0.929425	0.664941	0.67077	0.666146	0.175771	0.987865	0.406498	0.319579
hsa-miR-3200-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196877	0	0	0	0	0	0	0	0	0	0	0	0	0.35068	0	0	0	0	0	0	0	0	0.201606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-320a	558.883706	287.580295	224.953052	519.012709	404.027792	257.097631	271.235907	133.976676	195.547347	205.992209	176.110274	261.273497	204.966256	510.615445	335.096064	216.839918	212.21089	716.237605	260.901613	462.670224	268.482606	359.773335	196.410386	294.331358	125.901379	443.15117	399.901145	223.547531	211.289205	573.898477	156.157821	523.211801	363.15474	419.569065	107.897051	109.977735	314.215782	249.714771	358.10621	393.913294	429.26417	880.374264	386.535368	253.110446	325.444977	542.661801	408.571299	291.273503	289.826984	366.986632	308.389268	311.607415	274.698109	295.329841	335.62855	380.702079	560.707354	307.336269	484.258665	327.686949	176.138428	299.83979	334.315439	303.461336	309.780057	259.928445	508.073258	196.881382	415.732659	343.600534	223.247731	587.808297	262.405395	275.118471	242.03606	529.890924	427.025232	216.141978
hsa-miR-320e	0.180518	0.590918	0	0.276071	0	0	0.212734	0	0	0.30028	0	0	0.291975	0.201267	0	0	0.258479	0	0.156368	0	0	0.215304	0	0.216579	0.15467	0.74636	0.349564	0.40843	0	0.634843	0	0	0	0	0	0.28418	0.787508	0.273211	0	0.156501	0.299452	0	0.641021	0	0	0	0.328302	0	0.183551	0.17534	0.192383	0	0.136598	0.13155	0.188133	0.199739	0	0	0	0	0.157266	0.211751	0	0	0	0	0	0.225523	0	0	0	0	0.134154	0	0.175771	0.395146	0	0.213052
hsa-miR-323a-3p	2.70777	0.393946	0.615186	21.533507	0.612164	0.883497	1.914606	1.132198	6.190513	3.903642	2.008862	0.537048	1.459873	8.251964	1.4788	0.29402	0	1.704922	0.234553	1.466134	0.351417	0.645912	1.155355	2.598952	0.30934	0.18659	0	2.859013	2.039471	0	0.237683	0.52295	24.28504	0.952484	2.937791	0.85254	0.393754	0.546422	37.465734	0.782505	0.149726	0	0.854694	0.502536	1.024701	0.62663	0.164151	0.304044	0.367102	0	0	0.208852	0.546391	0.13155	0	0	0	0.153668	0	0	0.471799	0.211751	0.157473	0.574013	0	0	0.154242	0.225523	0.231477	0	0.37177	0	0.268308	0	0	0	0.203249	0.106526
hsa-miR-323a-5p	0	0	0	0.552141	0	0	0	0.1887	0	0.30028	0.33481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136143	0	0	0	0	1.120848	0	0	0	0	0	0.752324	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-323b-3p	3.429842	0.393946	0	18.772801	0.306082	1.104372	0.850936	1.698296	55.714609	198.184927	0	0.537048	0.291975	3.824081	3.54912	0.14701	0.516957	1.53443	0.312737	0	0	0.861216	0	1.082897	0.77335	0	0	2.042151	1.631576	1.90453	0.713049	0.52295	41.471375	0	1.869504	0.85254	0	1.092844	32.349932	0.156501	0	0	0.213674	0	0.20494	0	0.164151	0.456065	0.183551	0.35068	0	0	0.136598	0.13155	0	0.099869	0	0.153668	0	0	0.157266	0	0.472419	0.191338	0	0	0	0.225523	0.231477	0	0.185885	0	0	0.166537	0	0	0.203249	0
hsa-miR-323b-5p	0	0	0	0	0	0	0	0	0.364148	0.30028	0	0	0	0	0	0	0	0	0	0	0.175709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150465	0	0	0	0	0	0	0	0	0.152022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-324-3p	17.510246	18.31847	11.893597	18.7728	15.610164	26.50491	13.402245	10.944573	30.224265	33.030821	31.806988	12.352088	7.007393	29.58631	22.477759	12.348849	12.923929	20.45906	15.16779	8.168465	9.312551	22.606942	48.910037	17.542928	15.77634	19.778537	11.53561	6.807172	22.026287	14.601399	15.449405	22.225389	31.010127	6.905508	18.427962	17.903352	16.143919	36.337052	15.347409	14.867604	5.240407	9.371222	10.89735	8.543106	10.656888	5.013041	10.505651	8.969279	11.380161	8.24098	5.386712	6.892121	9.971637	6.445952	3.574519	8.189288	8.457124	6.761397	6.249799	8.587658	12.424049	16.093095	12.59785	13.584966	11.050194	5.487153	2.467872	11.952708	6.481356	9.194943	7.807165	5.984473	9.256631	10.82488	7.733906	5.927191	9.146186	7.669898
hsa-miR-324-5p	33.937382	14.575987	3.896178	6.349623	10.712858	15.461197	5.531085	10.755874	14.201763	26.124377	16.74052	16.379942	7.883318	19.724207	6.21096	5.880405	5.686529	40.918121	32.759296	6.702331	5.622674	11.411123	48.910037	10.395809	8.66152	8.769728	3.49564	6.943315	19.171028	9.20523	10.458058	5.752453	30.262896	7.857991	12.018237	16.19827	5.709434	15.573021	11.134396	10.955078	5.090681	7.288727	5.021328	7.370523	7.172906	4.76239	5.909428	6.840977	7.892692	6.1369	5.771478	4.385895	3.961336	1.18395	1.316929	1.997388	3.100945	2.766026	3.42731	5.197793	5.976125	9.317056	8.975968	6.888153	3.74583	2.032278	2.467872	2.931797	5.323971	4.355499	2.602388	4.432943	3.219697	4.163414	4.218493	4.54418	5.894209	2.34358
hsa-miR-326	25.994591	85.68317	49.419952	112.08466	12.243267	47.487965	17.86966	15.662063	46.975061	33.631382	11.718365	15.574372	8.467267	36.831936	16.562559	33.665316	21.45372	16.878724	40.186822	4.188957	7.906884	19.162075	5.006539	47.86404	9.58954	22.390796	9.787791	5.990311	18.763134	51.104898	33.988689	15.949984	44.086687	11.191684	14.956026	36.090886	46.069232	30.599621	19.259493	92.492157	6.887392	11.453716	23.71776	33.334864	14.550752	5.138368	13.788667	14.594081	7.52559	4.90952	6.348625	4.594748	3.688141	6.840601	8.654099	4.79373	24.243756	10.603102	7.257831	14.237433	13.367648	17.151852	27.872743	9.184202	29.217466	8.332343	4.010293	8.11882	12.731234	6.775221	21.376761	3.324708	12.744639	15.654441	13.534334	2.963596	5.487711	1.917475
