miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50
hsa-miR-3151-5p	0	0.127665	0	0	0	0	0	0	0.251368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16067	0	0	0	0	0	0	0	0	0.160292	0	0
hsa-miR-3152-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207799	0	0	0	0	0	0	0	0	0	0.189723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3154	0	0.25533	0	0	0.255748	0	0	0	0	0	0	0.236752	0	0	0	0	0.131197	0	0	0.207799	0.220663	0.290416	0	0	0	0	0	0.220617	0	0.189723	0	0	0	0	0	0.393315	0.235374	0	0	0.181818	0	0	0	0	0	0	0	0	0	0	0	0	0.237362	0	0	0.211292	0	0	0.530846	0.162458	0.554829	0	0	0	0	0	0.217494	0.140477	0.159589	0.318374	0	0.183828	0.686431	0.302129	0.416271	0.268816	0.344378	0.400318	0.437092	0.164411	0	0	0.20057	0	0	0	0.132569	0.594765	0.32134	0.285493	0	0.173886	0	0	0	0	0.718045	0	0.13725	0.215467
hsa-miR-3155a	0	0.127665	0	0	0	0	0	0	0	0.190348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127413	0	0	0	0	0.176949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20057	0	0	0	0	0	0	0	0	0	0	0.106692	0	0	0	0.160292	0	0
hsa-miR-3157-5p	0	0.510661	0.326531	0	0	0	0.444466	0.124224	0.251368	0.190348	0	0.236752	0.333232	0	0.794538	0.333524	0.787182	0.184348	0	0	0	0.435624	0	0.213514	0	0	0	0.441234	0.503268	0	0	0.158119	0	0.181015	0.161885	0.131105	0	0	0.170565	0.181818	0	0.18328	0	0.168842	0.26521	0	0.27065	0	0.56911	0.345418	0.096171	0.417176	0.237362	0.127413	0.324417	0.105646	0.149877	0.24246	1.061692	0.974748	0.554829	0.489909	0.897071	0.215204	0.301782	0.148824	0.217495	0.140477	0	0.95512	0.99827	0	0	0	0.277514	0.134408	0.344378	0	0.145697	0	0.143567	0.300866	0.20057	0.249396	0	0.312606	0.662845	0.446073	0	0	0	0.347772	0.121636	0.213384	0.086038	0.368099	0	0.160292	0.274501	0
hsa-miR-3159	0	0.127665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176949	0	0	0.163303	0	0.215204	0	0	0.108747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285493	0	0	0	0.106692	0	0.184049	0	0	0	0
hsa-miR-3161	0.714441	0	0	0	0	0	0	0.496894	0.502737	0	0	0	0	0.765909	0	0	0	0	0.598016	0	0.661989	0	0.566042	0	0	0	0	0.882468	0	0	0	0	1.472476	0.724062	0	0	0.117687	0	0	0	0	0	0	0	0.53042	0	0.27065	0	0	1.496813	0.096171	0	0	0	0	0	0	0.24246	0.176949	0	0	0	0.897071	0.430408	0	0	0	0	0.957534	0	0.28522	0	0.686431	0	0.555028	0.134408	0	0.133439	0	0	0	0	0.601709	0.498793	0	0	0.265138	0	0	0	0	0	0	0	0.258113	0	0.239348	0	0	1.580092
hsa-miR-3162-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320075	0	0	0	0	0	0
hsa-miR-3163	0	0	0.326531	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131197	0	0	0	0	0.145208	0	0	0	0	0	0	0.125817	0	0	0	0	0	0	0	0	0.167398	0	0	0	0	0	0	0.26521	0.230598	0	0	0	0	0.192342	0	0	0	0	0	0	0	0	0	0	0	0	0.215204	0	0	0.217494	0.140477	0	0	0	0.183828	0	0	0	0	0.172189	0	0	0	0.143567	0	0	0	0	0	0.132569	0	0	0	0	0	0.121636	0.106692	0.086038	0	0	0	0	0
hsa-miR-3164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287133	0.150433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3165	0	0	0	0	0.255748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096171	0	0	0	0.108139	0	0	0	0	0	0	0	0	0	0	0	0	0.140477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046087	0	0	0	0	0	0	0.186329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183828	0	0	0	0	0	0	0	0	0	0	0.20057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132605	0	0.5413	0	0	0	0	0.208588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3170	0.476294	0.382996	3.265306	1.354287	2.557484	2.176979	1.333398	0.869565	1.005474	1.713128	3.915201	4.735038	0.499847	0.957387	1.589076	1.167337	0.262394	1.4287	0.71762	0.831196	1.54464	0.435624	0.849063	0.213514	0.186329	1.342792	0.425237	1.103085	1.006536	1.328059	1.568834	1.581188	1.717888	1.267107	2.104508	0.917736	1.29456	0.502193	1.876218	1.272726	0.938799	1.64952	10.823023	3.545688	2.121677	1.844784	2.165199	4.204573	1.13822	0.575697	0.480856	2.085884	0.474724	1.783778	2.919762	1.901627	0.599509	0.969841	0.707795	1.137206	0.970951	0.979818	0.897071	1.721632	1.207131	0.446471	0.543737	1.404774	0.957534	0.636747	0.42783	0.367657	0.343216	0.906386	0.832542	1.075266	0.172189	1.601272	1.602671	0.657645	1.148533	1.203466	1.403987	1.621077	1.303168	1.875631	0.530275	1.338221	1.124691	1.141972	1.354779	0.695545	0.243271	0.853533	0.688302	2.392642	0.957393	0.801458	1.647003	1.86738
hsa-miR-3171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-3p	0	0.127665	0	0.135429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181818	0	0	0	0	0	0	0	0	0	0	0	0.417177	0	0.127413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143567	0	0	0	0.11847	0	0	0	0	0	0	0	0.121636	0	0	0	0	0	0	0
hsa-miR-3174	0	0.255331	0.326531	0	0	0	0	0	0.251368	0	0.186438	0.473504	0	0	0.264846	0	0	0.138261	0.119603	0.207799	0	0	0	0.213514	0.558988	0.191827	0	0	0.125817	0	0	0.158119	0	0	0.32377	0.393315	0.117687	0	0	0	0	0	0	0	0	0.230598	0	0	0.284555	0	0.192342	0.208588	0.237362	0	0	0	0.299754	0	0	0	0	0.163303	0	0	0	0.148824	0	0	0	0.159187	0.14261	0	0	0	0	0	0	0	0.145697	0	0.287133	0	0.20057	0	0.11847	0.156303	0.132569	0	0	0.856479	0	0.086943	0.121636	0.213383	0	0.184049	0.239348	0	0.13725	0
hsa-miR-3175	0	0	0	0	0	0	0	0.124224	0.502736	0.380696	0	0	0.166616	0	0.264846	0	0.131197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096171	0	0	0	0	0	0.149877	0	0.176949	0	0	0	0	0	0	0	0.326242	0	0	0.159187	0.28522	0	0	0	0	0.537632	0	0	0.145697	0	0	0	0.40114	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239348	0.160292	0	0
hsa-miR-3176	0	0.127665	0	0.135429	0	0	0.222233	0	0.251368	0	0	0.236752	0	0	0	0	0.131197	0.138261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161885	0	0	0	0	0.363636	0	0	0	0	0	0	0	0	0	0	0.096171	0.208588	0	0	0	0.105646	0.299755	0	0	0	0	0.326606	0	0	0.150891	0	0.108747	0	0	0	0.14261	0	0.171608	0	0.138757	0	0.172189	0	0	0	0	0.150433	0.20057	0.124698	0.355409	0	0.132569	0	0	0	0.169347	0	0	0	0.258113	0	0	0	0	0
hsa-miR-3177-3p	0	0.382996	0	0	0	0	0	0.124224	0.251368	0.571043	0	0	0.166616	0.191477	0	0.166762	0	0	0	0.207799	0	0	0	0	0.186329	0.383654	0	0.220617	0.125817	0.189723	0	0	0.245413	0	0	0.131105	0	0	0	0	0.156467	0	0	0	0.132605	0	0	0.323429	0	0	0	0	0	0	0.216279	0	0	0	0	0	0.277415	0	0.897071	0.215204	0.150891	0.595295	0.217495	0	0	0	0	0.183828	0.171608	0.151064	0	0	0	0	0	0	0	0	0	0.124698	0	0	0	0	0	0	0.169347	0.086943	0	0	0	0	0	0	0.13725	0.071822
hsa-miR-3178	0	0	0.326531	0	0	0	0	0	0.251368	0	0	0	0	0	0	0	0	0.092174	0	0	0	0	0	0	0	0	0	0	0.125817	0.189723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27065	0	0	0	0.096171	0	0	0.127413	0	0.105646	0	0	0	0	0	0.326606	0	0	0.150891	0	0	0	0	0	0.14261	0	0	0.151064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13725	0.071822
hsa-miR-3181	0	0	0	0	0	0	0.222233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125817	0	0	0	0	0	0	0	0	0.167398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159187	0.14261	0	0	0	0.138757	0	0	0	0	0	0	0	0.20057	0	0	0	0	0	0	0.570986	0	0	0	0	0	0	0	0	0	0
hsa-miR-3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3183	0	0.127665	0	0.135429	0	0	0	0.124224	0	0.380695	0	0.236752	0	0	0	0	0.131197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490825	0	0.161885	0.26221	0	0	0.511696	0	0	0.36656	0	0	0	0	0	0	0	0	0	0	0	0.127413	0	0	0	0	0	0	0	0	0	0	0	0.148824	0	0	0	0	0.28522	0	0	0	0	0.134408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121636	0	0	0	0	0	0	0
hsa-miR-3184-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117687	0	0	0	0.312934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3187-3p	0.238147	0.127665	0.326531	0.270858	0	0	0.222233	0.248448	0	0.380696	0	0.236752	0	0.191477	0	0.500287	0.524788	0.092174	0.119603	0.207799	0.220663	0	0.849063	0	0	0.383654	0	0	0.377451	0	0.224119	0.316238	0	0.724061	0.161885	0.26221	0.470749	0.334796	0.852827	0.181818	0.156467	0	2.848164	0.506527	0.26521	0	0	0.970286	0.284555	0.460557	0.192342	0	0	0.637064	0.540697	0	0.149877	0.48492	0.176949	0.324916	0	0	0	0.215204	0.301782	0	0.217495	0	0.159589	0.477561	0	0.551485	0	0	0	0.134408	0.344378	0	0.145697	0	0.574267	0.150433	0.401139	0.124698	0	0.156303	0.265138	0	0.32134	0	0	0.260829	0.364907	0.106692	0.086038	0.184049	0	0	0.411751	0.287289
hsa-miR-3188	0	0	0	0	0.255748	0	0	0	0	0	0.186438	0	0.166616	0.191477	0	0.166762	0.393591	0	0	0.207799	0	0.290416	0	0	0	0.191827	0.212618	0	0.125817	0.189723	0	0	0	0	0	0	0.353061	0	0	0	0	0	0.569633	0	0.26521	0	0.27065	0	0	0.115139	0.192342	0	0.237362	0.127413	1.081392	0.105646	0	0	0.176949	0.162458	0	0.163303	2.691213	0	0.754456	0.148824	0.652483	0	0.159589	0.159187	0.85566	0.551485	0	0.453192	0.416271	0.268816	0	0.133439	0.145697	0	0	0.300866	0.40114	0.374094	0.11847	0.156303	0.265138	0.594765	0.16067	0	0.338694	0	0	0.640151	0	0.368099	0	0	0.13725	0.215466
hsa-miR-3189-3p	0.238147	0.127665	0	0.270857	0	0	0	0.621118	0	1.332434	0.186438	0.236752	0	0	0	0.66705	0.262394	0.046087	0.119603	0.831196	0.661989	0	0	0	0	1.534619	0	0.220617	0	0	0.896477	0	0.245413	0.36203	0.161885	0.393315	0.117687	0	0	0	0	0	0	0.168842	0	0.230598	0	0	0.853665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150891	0.148824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13725	0
hsa-miR-3190-5p	0	0	0	0	0	0	0	0.124224	0	0	0	0	0	0	0	0	0	0	0	0	0.220663	0	0	0	0	0.383654	0.212618	0	0	0	0	0.158119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27065	0.323429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106692	0	0	0	0	0	0
hsa-miR-3191-3p	0	0	0	0	0	0	0	0.124224	0.502736	0	0	0	0.166616	0	0.529692	0	0.262394	0.138261	0.119603	0	0	0	0	0	0	0.191827	0	0.441234	0.125817	0.189723	0.224119	0	0	0	0.161885	0	0.117687	0	0	0.363636	0	0	0	0	0	0	0	0.323429	0.853665	0.115139	0	0	0	0	0	0	0	0	0.176949	0	0	0	0.897071	0.215204	0	0	0	0.140477	0	0	0.28522	0	0	0.151064	0.138757	0.134408	0.172189	0.133439	0	0.164411	0.143567	0	0.401139	0.124698	0.11847	0.156303	0	0	0.16067	0.285493	0	0.086943	0	0	0	0.552148	0.239348	0	0	0
hsa-miR-3192-5p	0	0.127665	0	0.135429	0	0	0.222233	0.124224	0	0	0.186438	0	0	0.191477	0	0.166762	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379446	0	0.316237	0	0	0	0.131105	0	0	0.170565	0	0	0	0	0	0	0.230598	0	0	0	0	0	0	0.237362	0	0	0.105646	0	0	0	0	0.138707	0	0	0	0	0	0	0	0	0	0	0.183828	0	0	0.138757	0	0	0	0	0	0	0.150433	0	0	0.11847	0	0.132569	0	0	0	0	0.086943	0	0	0	0	0	0	0	0.071822
hsa-miR-3193	0.714441	0.765992	0	0.135429	1.53449	1.920864	1.555631	0.248447	0.502736	0.951738	0.559314	0.947008	0.666463	0.957386	0.794538	0.500286	0.262394	0.875654	0.358809	0.831196	0.882652	0.435624	0.849063	1.067568	0.186329	0.767308	1.063092	0.220617	0.251634	0.758891	0	2.213663	0.981651	0.36203	0.32377	0.393315	0.353061	0.167398	1.705652	0.727272	0.782334	1.09968	1.139266	1.350739	0.132605	1.15299	2.165199	0.646858	1.422775	0.805974	1.346396	2.503059	1.18681	1.019301	0.756976	1.373397	1.049141	0.48492	2.300334	0.81229	1.803195	0.653212	1.794142	1.07602	1.056238	0.744119	1.413715	0.561909	1.436301	2.069428	2.28176	0	0.343216	1.05745	1.248813	1.612899	0.860945	1.467833	1.165577	0.822056	1.148535	1.504333	1.002848	1.496378	1.184698	1.094119	0.530275	1.189529	1.606701	0	0.846736	1.13026	1.216356	1.386992	1.290567	2.760741	0.718044	0.961752	1.921503	1.2928
hsa-miR-3194-5p	0.238147	0.510661	0	0	0.255748	0.256115	0	0	0.251368	0	0	0.473504	0	0.191477	0	0.166762	0	0.046087	0.239206	0	0	0	0	0.213514	0	0.191827	0	0	0.377451	0	0.224119	0	0.245413	0.362031	0.32377	0.131105	0.235375	0	0	0	0.156467	0	0.569633	0.168842	0.132605	0.230598	0	0	0.853665	0.115139	0.096171	0	0.474724	0	0.648835	0	0	0.484921	0.176949	0.324916	0.138707	0.979818	0.897071	0.430408	0.301783	0	0.434989	0.140477	0.159589	0.159187	0.42783	0.551485	0.171608	0.302128	0.138757	0.403225	0.172189	0	0.437092	0.164411	0	0.150433	0.40114	0.748189	0.23694	0.312605	0.397707	0.446073	0.482011	0	0.169347	0.173886	0.121636	0.106692	0	0	0	0.320583	0	0.143644
hsa-miR-3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.474724	0	0	0	0	0	0.176949	0	0	0	0	0	0	0.148824	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160292	0	0
hsa-miR-3196	0	0	0	0	0	0	0	0	0	0	0	0.236752	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108747	0	0	0	0.28522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3197	0	0	0	0	0	0.128058	0	0	0	0	0	0	0	0	0	0	0.393591	0	0	0	0	0	0	0	0.186329	0	0	0.220617	0	0	0	0	0.245413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150891	0	0	0	0.159589	0.159187	0.14261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160292	0	0
hsa-miR-32-3p	0.714441	2.170311	1.306123	1.08343	3.068981	2.17698	1.333398	0.993789	1.759579	2.47452	0.932191	0.473504	2.66585	0.382954	1.589076	0.833812	0.262394	1.613047	0.478412	1.454593	0.661989	1.45208	0.283021	1.281082	2.049623	1.726446	1.27571	0.882468	1.509804	0.948615	0.896476	0.948713	0.736238	1.810153	0.32377	0.524421	0.941498	0.66959	3.411305	1.81818	0.782333	1.64952	5.696328	1.519581	0.795629	0.691794	1.082599	9.056004	0.56911	2.187649	0.769369	2.711649	0.712086	0.89189	5.190686	1.690335	0.449632	2.909522	1.946436	2.111954	1.387073	1.63303	0	1.07602	0.905347	2.232357	1.196219	1.685727	2.553424	2.06943	1.28349	2.389766	0.686431	1.359577	0.971299	2.150532	1.72189	0.667197	1.748367	1.479702	2.5842	1.504332	2.607406	2.868059	1.540108	1.250422	1.458257	2.973823	1.12469	0.285493	2.709556	1.65192	1.216358	1.38699	1.978868	0.920247	1.436089	3.045542	3.019506	1.795558
hsa-miR-32-5p	71.444102	98.813031	44.081634	65.818325	55.241666	84.646043	70.447872	55.776383	88.984428	154.75256	49.965433	60.845239	112.132263	62.804605	87.928898	65.704402	111.254977	51.064503	32.29288	116.159681	66.198834	69.990275	56.038138	75.797353	70.618872	94.18728	71.865031	67.508792	100.401948	64.315953	79.786424	69.256009	83.685688	99.015351	40.795069	38.2827	93.443755	59.928345	119.225128	67.636279	78.859137	50.951829	97.407204	57.912922	60.335203	54.882337	55.753852	314.372654	56.626462	81.979298	126.465143	55.484508	63.613006	30.706461	159.072959	78.811857	93.2237	75.647641	144.390049	156.609441	82.808325	79.365235	13.456065	90.60088	60.50745	84.085427	102.222514	78.386385	53.143129	58.739938	73.729361	149.0848	47.878535	109.219533	79.507747	117.472831	87.644125	51.50759	92.226406	81.548086	189.364491	118.84233	206.386179	151.258935	122.85315	103.941217	98.366037	152.259824	117.931936	143.888425	77.561072	72.858356	51.938441	73.830526	80.101105	61.656546	58.161633	105.632118	120.780239	60.115304
hsa-miR-3200-3p	2.143323	1.276654	1.959184	6.09429	9.718441	8.579857	7.778156	1.614907	2.262316	4.187647	4.10164	2.604272	1.999387	4.595458	3.972691	3.668772	3.411119	1.474787	2.870479	3.324785	2.206627	2.032912	5.094376	4.056759	3.726589	2.877411	4.677604	2.426787	2.51634	3.604728	10.75772	3.320494	4.172014	5.430458	2.428279	2.622104	1.647622	5.524122	11.427873	2.363634	2.034065	3.84888	10.25339	1.51958	6.365032	2.997775	7.036894	6.145146	10.528538	10.707969	2.50045	3.754591	3.085706	7.007699	6.163941	6.655694	5.845216	4.849208	3.71592	3.898989	4.716051	3.429363	11.661923	1.936836	4.979416	3.422948	3.26242	2.809549	4.149314	4.934793	2.99481	3.676567	3.603762	4.682995	4.440224	3.09139	6.887555	1.467832	5.682195	1.150879	6.029802	4.663433	4.011394	2.868058	4.146443	3.282354	2.916514	4.163354	3.213403	3.425916	4.064336	3.043011	4.500521	2.240522	3.699622	1.840492	1.196742	4.16758	5.62726	6.320366
hsa-miR-3200-5p	0	0	0	0.270858	0.255748	0	0.222233	0	0	0	0	0	0	0	0	0	0	0.046087	0	0	0	0	0	0.213514	0	0	0	0.220617	0	0	0	0.158119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27065	0	0	0.115139	0	0	0	0	0.540696	0	0.149877	0	0	0.162458	0.138707	0.163303	0	0	0	0	0.108747	0	0.159589	0	0	0	0.171608	0.151064	0.277514	0	0.172189	0	0	0	0.143567	0	0	0	0	0.312606	0.132569	0	0	0.285493	0.169347	0.086943	0	0.106692	0.086038	0	0	0.160292	0.13725	0.071822
hsa-miR-320a	378.177446	1044.047757	277.224493	326.383049	933.226122	625.176965	488.468215	229.316717	354.429509	240.789656	741.278234	911.494803	214.934055	432.164609	437.790567	272.656592	256.358756	452.897901	216.840712	355.959812	251.555564	355.614488	382.078209	709.292395	228.812606	216.573198	411.416669	355.193315	397.455833	395.95102	441.290639	411.266843	306.029471	808.776199	218.221247	276.631843	509.939286	232.347882	896.832227	500.363002	474.406539	484.592204	1984.030915	832.392739	856.627256	359.502369	465.246948	957.672246	280.855872	966.710989	457.294112	569.863443	573.229135	898.386968	2029.234601	1204.574769	632.482344	456.795374	368.760862	403.707941	1330.75892	708.734817	1185.927831	355.9474	467.008876	493.648424	494.691714	435.058489	607.236053	599.656765	479.312143	591.743495	437.942731	521.02098	451.792708	436.154857	636.582178	314.65	707.651904	407.247187	611.163491	489.058756	397.729635	561.266662	368.440982	260.556405	466.907255	407.860053	465.461605	485.623438	498.389168	805.354374	741.612827	1118.233724	1060.758883	1228.529716	1413.830311	724.036823	726.877445	1139.677015
