miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50
hsa-miR-301a-3p	11.310064	4.292163	5.601532	47.579856	2.191778	1.667141	5.600733	4.81739	3.611787	11.658588	2.917036	7.26364	16.197187	34.957009	2.404253	14.1428	17.836339	18.758808	6.175362	3.459614	5.221895	2.525869	6.092206	10.426298	9.668115	13.782798	68.401003	7.470449	4.254108	3.542502	50.341512	135.933457	8.325018	51.835287	6.137536	2.759868	2.488395	1.417324	23.834594	10.747117	8.282465	8.658764	8.27303	15.228612	3.283547	106.329694	6.617511	3.812971	2.540578	8.051008	3.965389	4.116213	2.482981	1.244191	0	2.282913	7.418323	6.489747	3.351447	4.809214	2.325251	1.115308	5.545644	2.27415	2.215758	5.880998	1.555562	1.895673	3.982332	2.095101	3.358211	1.62107	1.978738	4.377819	1.33749	4.213334	3.296059	0.337754	2.868596	1.745165	3.236159	1.360944	6.587178	4.073926	5.146932	1.23195	1.64087	1.187371	0.826735	1.417454	2.677416	2.676885	2.610933	1.955958	1.011274	1.094033	3.949107	1.681321	1.018446	2.462432
hsa-miR-301b	1.459363	0.67771	1.077218	2.695742	0.328767	0	0	0.802898	0.240786	1.665512	0.53037	0.50094	0	0.582617	0	0	2.175163	0	0.561397	0.576602	0	0	0	0.965398	0	1.813526	1.968375	0	1.890715	0	4.26623	0.790311	0	4.546955	0.511461	0.153326	0.497679	0.472441	1.222287	0	2.070616	0	1.141108	0.491246	0	4.393789	0	0.635495	0	0.947178	0	0	0	0	0	0	0.593466	0.324487	0	0	0	0	0.853176	0.379025	0	0	0	0	0.442481	0.2993	0	0	0	0	0	0	0	0	0	0	0	0	0.658718	0	0	0	0	0	0.275578	0	0	0	0	0	0	0	0.564158	0	0	0
hsa-miR-302a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302a-5p	0	0	0	0	0.109589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3065-3p	15.323312	86.972786	114.400504	3.908826	14.794495	17.953828	102.813447	69.316874	3.371001	124.913445	41.63406	14.276811	79.556769	27.965608	10.578714	24.325615	5.220392	29.436898	2.245586	21.910889	59.47159	4.546564	6.396816	107.352239	9.668115	31.555353	3.936749	9.734222	35.923581	218.454311	19.624657	14.225594	108.225242	41.831986	95.131807	2.299889	77.637897	36.377981	70.281499	25.793084	4.141233	13.529317	51.920399	65.335655	12.723747	2.636274	4.779312	17.793865	30.010584	101.347976	6.168381	5.030927	10.097459	18.94998	15.472733	17.121851	35.607949	2.920387	13.778172	42.481394	11.626257	30.949791	14.930581	10.233676	7.385862	2.138544	8.29633	8.293569	8.849628	18.556608	12.761201	12.428205	24.624293	7.661183	28.756021	11.235556	11.686027	4.390804	17.211581	8.476517	15.641433	10.887548	74.435101	10.863801	3.027607	13.140794	10.1187	11.398764	52.911043	5.669816	4.207368	9.636785	6.527334	18.826092	7.753098	13.128392	10.719005	16.252772	8.656784	7.387297
hsa-miR-3065-5p	0.364841	7.906616	6.894193	0.404361	1.205478	0.641209	11.601518	4.817389	0.481572	18.320638	2.917036	2.755174	15.720799	4.078318	0	1.697136	0	1.442985	0	3.171313	4.35158	0	1.218441	9.267819	1.074235	6.165988	0.492094	0.226377	3.30875	21.84543	0	2.370933	6.475014	2.728173	18.412608	0.306652	2.986073	4.724413	14.056299	2.507661	0	2.164691	3.423323	6.386192	0.410443	0	0	1.27099	0.952716	9.945363	0	0	0.331064	0.382828	0.396737	1.712185	2.373863	0.973462	1.489532	4.007679	0.996536	1.951789	0.853176	0	1.107879	0.534636	0	0	0	0.2993	0.671642	0.270178	1.758879	0	0.668745	1.404444	0.898925	0.337754	0.478099	0.747928	1.07872	0.453648	8.563331	0	0.302761	1.23195	0.546957	0.237474	1.65347	0.472484	0	2.141508	0	0.48899	0	0	0.846237	0.56044	0	0
hsa-miR-3074-3p	0.364841	0	0	0.134787	0.109589	0.128242	0	0	0	0	0	0.25047	0	0.582617	0	0	0	0	0	0	0	0	0.30461	0.579239	0	0	0.492094	0	0	0	0	0.790311	0.925002	0	0	0	0	0	0	0.358237	0	0	0	0	0.410443	0	0	0	0	0.947177	0	0	0	0.287121	0	0	0	0.324487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.478099	0	0	0	0.658718	0	0	0	0	0.474948	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30a-3p	2935.873402	51620.94684	46167.38927	2423.74216	25093.87381	35101.27242	10775.40942	7942.00078	7469.656778	11809.31713	24521.66575	17770.62323	15451.63949	31073.86766	23942.9942	17262.7008	10125.38512	13748.4744	7940.954557	26306.90525	15117.96843	17448.70087	18242.8067	29711.85578	7996.605416	4905.950541	3412.668655	16742.6351	25942.02501	14795.26108	32038.53259	6227.649022	21674.64841	2140.706433	1333.379706	46979.22571	5973.638947	29664.11785	7550.0664	12219.11511	8401.180526	3625.857015	2292.200017	4796.521198	20139.64108	2160.865401	10885.43765	41062.52256	36445.07634	26308.32422	25986.07092	16098.50737	24303.75539	24586.64161	12757.86402	29413.62796	26775.99099	25481.66906	25739.48753	13230.14897	22671.20246	37480.47515	16022.64671	17640.58418	33428.7833	10273.03333	37421.10711	17145.88887	23263.01714	22693.83274	36395.61874	23638.17923	28275.72348	22469.15553	24229.28848	23881.17556	26700.1746	33186.71423	23697.95588	19171.14115	28140.55716	19803.54326	10977.53048	17535.53312	12327.20314	27834.66418	44613.89774	25957.12212	47930.2412	26760.34777	23989.64835	22600.40057	19205.37539	32804.34457	18288.54739	22963.19838	29514.78165	27463.82217	24660.11943	20763.23096
hsa-miR-30a-5p	8073.560647	99506.58192	154013.454	3493.682392	54260.72678	69473.49118	29098.6061	17579.99007	23716.19639	21996.0086	66378.216	35939.49437	26298.03776	52823.53586	54797.735	53561.60943	21112.56992	37544.45476	17293.2601	75490.7967	48478.04947	31795.12982	44643.68666	57997.43281	21553.45125	13741.81193	11896.85326	49891.5087	92029.59725	42636.37748	87211.97616	18383.41928	65391.47937	6493.051798	3058.027333	95653.31653	10370.1337	55823.19356	16253.36052	24940.12064	15092.7222	8447.164498	8812.203921	13540.2001	65264.61907	3056.319587	20401.78584	191336.8023	125672.2609	70998.0455	33807.57909	32621.89935	56261.0534	37981.31035	41161.0422	39972.67353	57467.076	28438.07353	57549.56325	65458.21794	42576.35213	55722.7278	34714.45477	28744.88126	60815.19242	20254.68996	57228.59081	43607.11513	58910.20371	51071.9733	55818.83929	52891.74653	53055.67685	47945.87265	52418.88294	48527.77342	53005.12178	55160.6646	58626.46806	47857.42297	53313.55681	44950.15091	22798.21962	41807.98096	20647.67167	41734.74898	58937.3286	37310.52821	51683.61841	35178.60627	44699.07947	52795.65788	40044.54253	78942.2083	39043.59129	39788.87358	62267.5492	52590.6078	27571.85385	31556.68827
hsa-miR-30b-3p	4.013249	4.06626	3.447097	3.774039	3.178077	3.462524	2.400314	1.605797	1.926287	1.665512	2.65185	3.005644	3.334716	0.582617	7.69361	1.697136	9.135687	1.154388	2.806983	2.30641	2.030737	1.515521	2.436882	1.544637	0	3.627051	8.857685	3.169281	7.09018	2.952085	5.972722	5.532176	2.775006	0.909391	3.580229	2.606542	3.98143	5.196855	3.055717	2.865899	2.070615	2.705863	4.279153	2.456228	2.873103	15.81764	3.308755	7.625942	1.429075	3.31512	3.524789	5.945641	4.634899	2.584089	6.347789	6.84874	6.231391	4.218335	4.840979	4.007679	2.657431	1.951789	2.13294	3.0322	2.215758	8.019543	1.555562	1.895673	3.097369	2.3944	7.388064	4.322854	5.496494	2.188909	12.037404	5.617778	4.194984	4.728558	6.215292	5.235496	4.854239	4.082831	3.293589	4.752913	2.724847	1.23195	1.64087	4.51201	4.409253	4.724846	6.502296	1.606131	3.263667	4.6454	1.685456	3.829115	3.949107	4.483524	4.073781	1.846824
hsa-miR-30b-5p	390.744428	991.71567	1082.388186	599.802726	502.355283	210.316271	452.059128	207.415354	272.328729	458.432343	170.7792	385.473919	817.005141	897.229891	533.263321	474.632344	512.468472	153.822222	405.889724	385.170364	358.860281	177.821156	281.764535	619.399245	240.628642	349.285107	1374.909334	616.651632	1354.22447	214.911809	1043.519811	339.83364	222.925497	459.242459	516.575949	606.250824	453.385412	749.764368	743.150454	350.71429	416.193876	336.609414	327.4979	138.531236	250.370526	1047.479284	483.445928	512.844629	204.35779	126.921763	974.163733	249.25954	463.986502	735.986586	130.526395	918.872673	1045.390047	583.752788	490.800836	179.544006	976.273467	852.652788	324.206908	530.635077	1351.243558	597.188562	508.668627	392.878241	630.978477	964.644276	1175.373836	512.79862	1131.178446	537.377271	418.634171	672.026729	507.892713	434.351898	313.155145	767.872801	345.190259	552.99673	391.937033	625.347558	473.820436	608.58299	978.77917	283.069296	377.26677	738.965949	283.041132	407.421824	1022.180533	611.970265	513.727029	305.782126	350.62431	982.73227	255.120487	564.512653
hsa-miR-30c-1-3p	1.094522	2.71084	1.077219	0.673935	0.109589	0.641208	0	0.535265	0.240786	0.832756	0.53037	1.502821	1.429164	0	0.480851	0.565712	1.305099	0.865791	0	0.288301	0.58021	1.515521	1.523052	0.965399	1.074235	1.813526	0.492094	0.679132	1.418036	0.590417	3.412984	0	2.158338	0	0.511461	0.306652	0.497679	2.362207	1.833429	0.716474	2.070616	0.541173	0.855831	1.964982	0	1.757516	2.573475	2.54198	0.158786	0.947177	0	0.457357	0.662128	0.95707	0	1.712185	1.780398	2.271412	1.861915	3.206143	0.664358	2.230616	1.279764	1.895125	3.323638	1.069272	1.037042	1.184795	1.769924	0.8979	0.671642	1.62107	1.758879	0	0.668745	0	1.198567	0.337754	1.912397	1.246547	1.07872	0.453648	1.317436	2.036963	2.119325	0.8213	0.820434	0.712422	0.275578	2.598666	0.382488	0.535377	1.305466	0.48899	0.337091	1.094032	0.282079	1.681321	0	0
hsa-miR-30c-2-3p	15.688151	174.623282	196.915367	3.908827	137.972363	253.148971	57.207482	31.580661	27.44958	32.893874	80.616268	77.144877	41.92213	30.296074	157.719	67.885437	41.328104	68.108901	29.192622	120.509889	69.625275	80.827797	64.577385	79.355703	51.56328	26.477479	14.762806	76.289133	104.934672	95.057145	87.884334	30.03181	105.758569	13.640865	8.183381	142.746464	22.395548	95.905586	40.946611	39.047863	31.059242	19.482218	9.984692	16.702348	91.93934	9.666336	52.204807	177.938657	84.31545	107.031039	82.391958	57.16962	67.206037	146.910197	283.666784	115.857857	142.135065	92.154414	100.543418	201.987006	79.390733	121.847374	46.498096	81.869411	77.182263	67.364152	88.148489	76.30084	113.275237	108.945243	128.283658	82.134236	92.560958	122.578929	127.061489	97.960008	120.45597	140.167992	122.871562	111.690588	104.096438	122.031272	60.60203	82.157497	60.249372	108.411546	99.546136	98.55181	124.836995	76.306267	96.386979	99.580105	92.035411	116.623979	73.148796	129.642868	91.675704	94.43421	78.42027	94.803652
hsa-miR-30d-3p	9.121017	5.647583	9.479516	5.795845	3.616432	6.412083	3.200418	1.87343	4.57493	4.580159	3.71259	3.005644	7.622207	9.904486	4.808508	4.525696	9.57072	4.617552	5.613966	8.649034	5.802107	2.020695	5.178376	8.109343	4.29694	3.627052	23.62049	5.88581	7.09018	3.542502	17.06492	9.48373	2.775006	7.275128	5.114612	10.732816	8.958219	9.448827	5.50029	3.94061	8.97267	4.329381	7.987754	3.929965	7.798425	11.423851	7.720428	8.896932	4.92237	4.262297	9.252574	0.457357	6.29022	8.900748	2.777159	3.995097	12.759515	4.542822	8.192426	5.61075	4.318324	7.528328	2.986116	1.5161	5.90869	2.67318	4.148165	4.265264	3.539851	6.584602	13.432844	9.726423	9.01425	5.472273	3.343724	4.915556	5.992834	3.377542	3.346696	4.736876	6.472318	5.897422	5.269741	2.036963	3.027606	1.642599	8.204351	3.799587	3.031362	6.142299	5.354832	3.212262	3.916401	10.757767	2.359637	2.188065	6.769896	7.846165	3.055336	3.693648
hsa-miR-30d-5p	6079.341187	3118.595638	4850.926025	3877.286562	6493.687247	7613.961926	4331.766593	2422.343691	4768.762571	3449.692981	3533.326207	3625.308327	4602.859282	11608.05736	8373.051595	5557.554405	6005.190814	2685.106863	4624.784985	3592.232589	5244.233866	3330.610448	5339.818689	5356.606377	1754.225771	2784.850527	30324.2798	7302.024606	11618.91509	6607.947721	11709.94757	6835.398021	3872.983649	8581.922943	4651.740859	10583.324	5761.627768	9302.84197	4437.512717	6592.28228	5322.864297	5980.499386	9104.327481	3226.991784	11910.24914	4816.471437	6143.62351	15488.92459	5351.570028	5903.282776	6514.251828	6613.838892	10891.18515	6339.438164	19736.0669	6799.087062	7546.808135	4939.995793	8281.798623	20060.03503	6546.579608	8483.867352	7437.56244	6461.619164	6638.782575	7808.895383	7193.43512	6117.573907	8195.198013	4658.307014	11790.67868	7241.862087	7740.382569	9081.785318	11738.47536	7479.369587	6696.393124	7496.116669	9117.356681	6254.922299	8596.316175	8111.223565	3441.799986	8974.178783	4066.983981	5882.147617	8090.584793	6033.983038	6674.232204	5502.319664	7460.428745	8556.39366	12304.02495	12087.08511	5587.624166	6435.100069	7279.333051	11051.88501	7168.834768	9598.561938
hsa-miR-30e-3p	6973.56583	6384.254355	6177.196258	5924.703053	11559.21261	3608.334684	5636.737283	5755.441509	4451.888473	11437.90781	6585.87184	4187.864808	7927.569995	11581.25698	8549.042917	5808.164808	6921.36959	4380.03728	7989.234659	8832.106372	5397.119371	5907.501679	10902.61212	8503.224043	4142.250198	6343.351251	4979.986558	6992.340526	5385.228414	5337.960626	10718.47576	6049.038783	5208.378299	5226.270122	3408.37835	5567.878705	11647.17756	10018.59057	9498.391776	7790.227719	11119.20952	4717.402328	11320.64384	4249.273696	7653.12928	6521.261547	10170.74648	6961.214455	5230.733761	7042.263526	10848.86187	6612.924176	10229.22224	11875.79915	3521.435489	10765.64923	9218.601356	10421.56102	10592.06295	4756.313096	9410.292959	12908.01444	10957.34034	8229.392027	11934.44604	5295.570914	14238.05485	8424.134095	11267.78886	10664.36245	12423.36563	10325.40828	12995.25059	9561.156491	8892.966745	9631.680898	10091.03415	10048.8629	8431.283959	9533.589571	13280.65586	8769.920244	7283.441619	7265.167056	7572.952453	10979.95413	16057.55736	11314.22283	13947.29619	12559.82246	9693.776269	8844.426433	7984.887915	10581.24217	8349.749675	6856.30264	11937.02302	9204.95362	9060.08724	6599.934746
hsa-miR-30e-5p	7178.606324	6482.070503	6480.756162	4845.192939	5628.921638	2963.792262	7078.125818	6025.482917	3830.661133	12118.68609	5030.82644	4233.700888	7577.424935	13658.86853	4522.399945	7054.428281	9229.652873	4118.568363	6885.528992	5976.771574	6728.702789	3806.484107	16282.33476	6759.522493	6644.143539	10631.25213	8793.219348	6301.210779	7618.162586	9220.543207	22547.87776	8378.084684	9155.97878	6627.641668	4190.402734	1882.689391	5908.443023	5971.185804	12110.41895	3126.33667	12130.36048	9211.841509	18060.59624	7703.220906	5919.005542	11516.12081	5528.930284	5481.781621	3521.241934	13946.23917	4554.909393	6019.732208	3593.867629	4733.475234	1628.604404	3618.98859	8194.279349	5399.794403	10799.85269	8229.36747	6171.549754	4375.910019	6686.340909	3288.800416	9470.152989	3961.653758	4606.017743	3399.889622	6565.981497	4465.857041	5271.719565	6890.089799	9951.512133	3714.579343	6508.223219	4403.635967	3622.668375	2185.607414	4591.667202	5352.921068	4174.105337	3897.742332	7921.080353	6028.051694	3604.668451	2979.674888	6477.609229	2864.889264	3153.994287	5692.494722	3459.221613	2227.703294	7870.659566	9853.625907	2786.396077	3033.205533	10495.31678	3093.911319	1786.861854	2041.356554
hsa-miR-31-3p	1.094523	2.936742	3.662542	0.808723	2.301367	0.384725	4.000523	2.141061	1.926288	2.914646	3.71259	1.00188	3.811104	8.739254	2.404254	1.697136	5.220392	0	1.122794	0	5.221896	2.525869	3.350713	4.054672	1.074235	2.901641	0	6.112187	1.890715	1.771251	23.037641	0.790311	0	0.909391	0.511461	1.073282	1.990716	2.834647	7.33372	1.074712	8.97267	0	6.276093	1.964983	3.283546	5.272547	10.661543	0.635495	4.763583	0	1.321796	0	2.648513	3.158331	3.173896	5.136555	9.792188	0	5.958128	1.603072	7.640113	4.461232	5.545644	3.0322	7.385861	1.069272	2.592604	3.080468	0.884962	8.979002	7.388063	3.782496	10.992989	3.283365	4.012469	2.808889	3.595701	0.337754	0.956198	2.742403	0.53936	1.814592	0	0.678988	3.027607	2.874549	4.375653	1.899793	2.755783	1.653695	1.147464	2.676885	3.916399	4.15641	2.696729	1.094032	7.051977	3.923082	1.527668	1.231216
hsa-miR-31-5p	2.553885	3.614452	4.524314	1.347871	6.904098	0	0.800104	1.873428	1.926287	5.829294	5.038517	0.75141	8.098594	8.739252	4.808506	1.697136	5.655425	2.308776	0	3.171313	8.703159	4.546565	4.873765	5.985467	2.14847	4.715167	0.492094	3.848414	2.363393	0.590417	21.33115	1.580622	1.233336	0	0	2.453216	2.488395	8.976385	6.722577	2.149424	17.255135	2.705864	11.125801	2.456229	4.925321	6.151305	12.499741	0	6.669018	0.947177	4.846586	0	4.138302	2.201261	2.380421	9.131653	19.881105	0	8.564809	3.206143	6.643577	4.740059	9.811524	3.0322	7.385862	0.534636	8.296329	4.502223	6.63722	11.373404	22.835834	6.214101	16.049764	2.188909	9.362425	3.16	3.296058	0.675508	3.346695	8.476518	1.61808	4.536478	0.658718	2.715951	3.633127	2.4639	4.649133	2.137267	1.65347	3.071149	0.764976	0.535377	1.305466	8.801811	0.674182	1.641049	10.436927	2.802201	2.036891	0
hsa-miR-3115	0	0.225903	0	0	0	0.128242	0	0	0	0.416378	0	0	0.476388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.491246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3117-3p	1.459363	0	0	1.617445	0.438356	0.512967	0	1.338163	0	0	1.856295	0.25047	0	0	0	0	0.870065	0.288597	0.561397	0.288301	0	0	0	0.579239	1.074235	0.72541	0.984187	0.452755	0.472679	0.590417	0	0.790311	0	0.909391	0	1.073282	0	0	1.83343	0	2.760821	0.541173	1.141108	0.491246	0.410443	0	0	0.635495	0.317572	0	0	0	0.165532	0.382828	0	0	0	0	0.372383	0	0.332179	0	0.426588	0	0	0	0	0.473918	0	0.2993	0	0	0	0	1.33749	0	0.599284	0	0	0	0.53936	0	0	0.678988	0	0	0	0	0	0	0	0.535377	0	0.48899	0.337091	0	0	0	0.509223	0.615608
hsa-miR-3120-3p	0.364841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282079	0	0	0
hsa-miR-3121-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.290105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3124-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.909391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382488	0	0	0	0	0	0	0	0	0
hsa-miR-3125	0	0	0	0.539149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.611143	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165532	0	0	0	0	0	0	0	0.332179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.605522	0	0	0	0	0	0	0.535377	0	0	0	0	0	0	0	0
hsa-miR-3126-3p	0.364841	0	0	0	0	0.128242	0	0	0	0	0	0	0.476388	0	0	0	0	0	0	0	0.290105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.457357	0	0.191414	0	0	0.296733	0	0.372383	0	0	0	0	0	0	0	0.518521	0.236959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302761	0	0	0	0	0	0	0	0.652733	0	0.337091	0	0	0	0	0
hsa-miR-3126-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3127-5p	11.310063	3.840357	3.447098	18.196262	6.356153	5.514391	4.000523	2.141061	6.501216	3.747403	2.917035	4.007526	1.429164	13.982804	3.846805	7.919968	14.356079	6.637731	6.175363	1.729807	4.931791	2.525869	7.615257	8.495502	0	12.331977	32.478172	4.753922	9.926253	9.446672	5.972722	35.563986	12.33336	24.553557	7.160458	4.139801	9.953576	3.779531	15.278586	13.613016	8.282465	9.741109	6.276092	8.842421	5.746208	0.878758	12.132101	15.887379	5.398729	10.89254	2.643592	0.914714	4.80043	2.488382	21.423785	2.282912	2.96733	1.946924	4.096213	12.023036	4.318324	4.740059	8.53176	4.927325	2.215758	4.277088	5.185207	3.791346	1.327444	2.0951	4.029853	3.512319	1.53902	2.188909	6.018702	3.16	2.996418	5.066313	2.868596	4.487569	1.61808	5.443774	9.880767	2.71595	4.238649	3.285199	5.743046	4.749484	6.889458	1.181211	3.442392	1.606131	4.569133	2.689442	2.022547	3.829113	3.102869	6.725285	3.564559	9.234122
hsa-miR-3128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3129-5p	0	0	0	0	0.438356	0.128242	0	0.802899	0.240786	0.416378	0.265185	0	0	0	0	0	0	0	0	0	0	0.505174	0	0.38616	0	0	0.984188	0	0	0.590417	0	0	0	0	0	0.306652	0	0.472441	0	0	0	0	0	0	0	0	0.367639	0.635495	0.158786	0	0	0	0	0	0	0	0.593466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270178	0	0	0	0.702222	0	0	0	0.249309	0	0	0	0	0	0	0	0	0.275578	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3131	0	0	0	0	0	0	0	0	0	0.416378	0	0	0	0	0	0	0	0	0.561397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.369293	0	0	0	0	0	0	0	0	0	0.668745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564158	0	0	0
