miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43
hsa-miR-3133	0	0	0.205088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132494	0	0	0.165971	0	0	0	0	0	0	0	0	0	0.252915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228794	0
hsa-miR-3135a	0	0	0	0	0	0	0.161636	0	0	0	0	0	0	0	0	0	0.108584	0	0	0	0	0.175051	0	0	0	0	0	0	0	0	0	0.165971	0	0	0	0	0	0	0	0	0.122759	0	0	0	0	0	0	0.125023	0	0.266677	0	0	0	0	0	0	0	0	0	0	0	0.475623	0	0	0	0.409639	0.085911	0	0.193298	0	0	0.093844	0	0	0	0	0	0	0	0	0	0.17832	0	0	0	0
hsa-miR-3136-5p	0	0.124913	0	0.681859	1.458748	1.459339	0.808181	0.602161	0.728214	0.206106	0	0.339098	0.880656	0.296788	1.122648	0.189776	0.434338	0	0	0.281778	0.488685	0.350102	0	0.405692	0.114686	0.175261	0.799164	0.418152	0.662469	0.391634	0.403045	0.497912	1.114255	0	0.94292	1.117572	0.508601	0.3223	0.673701	0.277441	0	0.758746	0	0.290333	0.132242	0	0	0	0	0.133338	0.406002	0.555596	0.385653	0	0.17073	0.145381	0.128816	0.154276	0	0	0	0.158541	0	0	0	0.409639	0.257733	0.163301	0	0	0.35874	0.281532	0.250907	0.49212	0.315316	0.823622	0	0.253609	0.450179	0	0.561964	0.35664	0.273138	1.017842	0.228794	0
hsa-miR-3137	0	0	0	1.022788	0	0	0	0.301081	0	0	0	0	0	0	0	0	0	0.141196	0.190145	0	0.195474	0	0	0.202846	0	0.175261	0	0.139384	0	0	0.201523	0	0.278564	0	0	0	0	0	0	0	0	0.252915	0	0	0	0	0	0	0	0	0	0.277798	0	0.159812	0	0	0	0	0	0	0	0	0.196506	0	0	0	0	0.163301	0.193298	0	0	0	0	0.12303	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3138	0	0	0	0	0	0	0	0	0	0.206106	0.574934	0	0.440328	0	0	0.189776	0	0	0	0	0	0	0	0.202846	0.114686	0	0	0	0	0	0	0	0	0	0	0	0.508602	0	0	0	0	0	0	0	0.132242	0	0	0	0.098979	0	0	0	0	0.319624	0	0	0.128816	0	0	0	0	0	0.196506	0	0	0	0.085911	0.163301	0.386596	0.266079	0.17937	0	0	0	0	0	0	0.126804	0	0	0	0	0	0	0	0
hsa-miR-3139	0	0	0	0	0	0	0	0	0	0.206106	0	0	0	0	0	0.189776	0	0	0	0	0	0	0	0	0	0	0.266388	0	0.132494	0.195817	0	0	0	0	0	0	0.508601	0	0	0	0	0	0	0	0.132242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3140-3p	0	0	0.205088	0.511394	0.729374	0.416954	0	0.301081	0.364107	0.206106	0	0.339098	0.440328	0	0	0.379553	0	0.564785	0	0.563557	0.195474	0	1.07322	0	0	0.175261	0	0	0.132494	0	0.604568	0	0.557128	0	0.23573	0.279393	0.254301	0.3223	0.13474	0.277442	0.368277	0	0	0.290333	0.132242	0.273048	0.453387	0.125023	0	0	0.270668	0.277798	0	0.479436	0	0	0	0.154276	0	0	0	0	0.589518	0	0	0	0.085911	0.326603	0	0	0.17937	0.281532	0.250907	0	0	0.329449	0.414919	0.126804	0.450179	0	0.187321	0	0	0.610705	0.228794	0
hsa-miR-3141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254301	0	0	0	0	0	0	0	0	0.136524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3143	0	0	0.205088	0.170465	0	0.416954	0	0	0.728213	0	0.287467	0	0	0.593575	0	0	0	0	0	0	0	0.350102	0.429288	0	0	0.175261	0	0.139384	0.132494	0	0	0	0	0	0	0	0	0.3223	0	0	0	0.252915	0.482693	0	0	0	0	0	0	0	0.270668	0	0.128551	0	0	0.145381	0	0.154276	0.400812	0	0	0	0	0.124244	0	0	0	0	0	0	0	0.093844	0	0	0	0.164724	0.414918	0.126804	0.450179	0	0	0	0	0	0	0.383962
hsa-miR-3144-3p	0	0.124913	0.205088	0.170465	0	2.501724	0	0	0.364107	1.236634	0	0	2.201642	0.296788	0	0.189776	0	0	0	0	0.293211	0	0	0.405692	0.344059	0.350522	0.266388	0	0	0	0.604569	0.497912	1.392819	0	0.23573	0.279393	0	1.2892	0	0.277441	0	0.505831	2.413465	0	0.396726	0	0	0.250046	0.098979	0	0.135334	0	0	0	0	0.145381	0	0	0	0	0.174494	0	0.196506	0	0	0	0	0	0	0.266079	0	0	0	0	0.315316	0.164724	0	0	0	0.945349	0	0	0	0	0	0
hsa-miR-3144-5p	0	0	0	0	0	0	0	0	0.364107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.229373	0	0	0	0	0.195817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3145-3p	0	0.124913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097737	0	0	0	0	0	0	0	0.132494	0	0	0	0	0	0	0	0	0.3223	0.13474	0.138721	0	0	0.482693	0	0	0	0	0.250046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093844	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280662	0	0	0	0	0	0	0	0	0	0	0	0	0.139384	0	0	0	0	0	0	0.23573	0	0	0	0	0	0.245518	0	0	0	0	0	0	0	0	0	0.135334	0.555596	0.128551	0	0	0	0	0	0	0	0	0.158541	0	0	0.170481	0	0	0	0	0	0	0	0	0	0	0.164724	0	0	0	0	0	0	0	0	0	0
hsa-miR-3147	0	0	0	0.170465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201523	0	0	0	0	0	0	0.3223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093844	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097737	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23573	0	0	0	0	0.277441	0	0	0	0.145166	0	0	0	0	0	0	0	0	0	0.159812	0	0	0	0.154276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3150a-3p	0	0	0	0.170465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6446	0	0	0	0	0	0	0	0	0.302259	0	0	0	0	0	0	0	0	0	0	0	0	0.159233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3150b-3p	0.612631	0.374739	0.205088	1.704647	2.188122	1.667816	0.646545	4.51621	5.461599	1.44274	9.773878	0.847745	1.761313	10.090782	1.40331	1.138657	0.434337	1.270767	16.162351	0.845334	0.195474	1.575459	1.287864	5.67969	0.917489	0.525784	2.397492	1.254457	3.974814	3.32889	2.418273	0.829854	0.557128	2.487562	0.70719	0	1.780104	10.635908	2.021103	5.271386	0.982072	1.011662	1.930772	0.145166	2.248118	1.092192	1.813552	2.250415	0.296937	0.533353	1.218003	5.555959	1.028406	0.639248	0.853651	2.035331	0.257631	2.159859	0.601218	0.955397	1.046965	0.792705	3.340599	0.621221	0.852404	0.819279	0.773198	1.469712	1.739681	4.523349	0.53811	1.032283	2.759975	1.107271	2.207212	1.317794	0.414918	0.63402	2.250893	2.363371	0.936607	0.17832	1.365688	2.44282	0.228794	0.959904
hsa-miR-3151-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17832	0	0	0	0
hsa-miR-3152-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136524	0	0	0	0	0	0.277798	0	0.159812	0	0	0	0	0	0	0	0	0	0.124244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280662	0	0	0	0	0	0	0	0	0	0	0	0	0.139384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3154	0	0.124913	0	0.34093	0	0	0	0	0	0	0.287467	0	0	0	0	0.379553	0.217168	0	0	0.140889	0.097737	0	0	0	0	0.175261	0	0.278768	0	0	0	0	0	0	0	0.558786	0	0	0	0.138721	0	0	0	0	0	0.136524	0.453387	0	0.098979	0.266677	0.135334	0.277798	0.257102	0.159812	0	0.145381	0.257631	0	0.400812	0	0.348988	0	0	0	0.170481	0	0.085911	0.163301	0	0	0.17937	0	0.250907	0	0	0	0	0.760826	0	0	0.187321	0	0.546276	0	0	0.191981
hsa-miR-3155a	0	0	0	0	0	0	0	0	0.364107	0	0.287467	0	0	0.296788	0	0	0	0	0	0.140889	0	0	0	0	0	0	0	0.139384	0	0	0	0	0	0	0.23573	0	0	0.3223	0.13474	0	0.122759	0	0	0	0	0	0.151129	0	0	0	0	0	0	0	0	0	0	0.154276	0	0	0	0	0	0	0	0.409639	0.171822	0	0.193298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3157-5p	0	0.124913	0.410176	0.170465	0	0.625431	0.161636	0.903242	0	0	0	0.169549	0	0	0.280662	0.379552	0.325753	0	0.190145	0	0.097737	0	0.429288	0.405692	0.114686	0	0.532776	0.418152	0	0	0	0	0	0.414594	0.70719	0	0	0	0	0.138721	0.491036	0	0	0.145166	0.396726	0	0	0	0.098979	0.533352	0.270668	0.277798	0.385653	0	0.17073	0.581523	0.257632	0.154276	0.400813	0.318466	0.348988	0.158541	0.393012	0.248489	0.170481	0.409639	0.94502	0	0.193298	0	0.358741	0.187688	0.501814	0	0.630632	0	0.138306	0.126804	0.450179	0	0.187321	0	0.273138	0.407136	0	0.191981
hsa-miR-3159	0	0	0.205088	0	0	0	0	0	0	0	0.287467	0	0	0	0	0.189776	0	0	0	0	0	0	0.214644	0	0	0	0.532776	0.278768	0	0	0	0	0	0	0	0	0	0.3223	0.13474	0	0	0	0	0	0	0	0.453388	0.125023	0	0.133338	0	0	0.257102	0	0	0.290761	0.128816	0	0	0	0	0.158541	0	0.124244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17832	0	0	0	0
hsa-miR-3161	0.612631	0	0	0	0	0	0.161636	0.602161	0	0	0.574934	0	0	0.296788	0.280662	0.189776	0.325753	0	0	0	0	0	0	0	0	0.876306	0	0	0	0	0	0	0.557127	0	0	0	0.254301	0.966901	0.13474	0	0.368277	0	0.482693	0.435499	0.132242	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200406	0	0	0	0	0.248489	0	0	0	0	0.193298	0	0	0	0	0	0	0	0	0	0	0	0.374643	0	0	0.407136	0	0.191981
hsa-miR-3162-5p	0	0	0	0	0	0	0	0	0	0.206106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.414594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3163	0	0	0	0.170465	0	0	0	0	0	0.206106	0	0.169549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139384	0	0	0	0	0	0	0	0	0	0.3223	0	0	0	0	0	0.290332	0	0	0	0	0	0	0	0.277798	0	0	0.17073	0	0	0	0	0	0	0	0	0	0	0	0.085911	0	0	0	0.53811	0	0	0	0	0	0	0.253609	0	0	0	0	0	0	0.228794	0
hsa-miR-3164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266388	0	0	0	0.201523	0	0	0	0	0	0	0	0	0	0.122759	0	0	0	0	0	0	0	0	0	0	0	0.128551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187688	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.409639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3166	0	0	0	0	0	0.208477	0	0.301081	0	0.206106	0.862401	0	0	0	0.280662	0	0	0	0	0	0	0	0	0	0	0	0.266388	0.278768	0	0.195817	0.403046	0	0	0.414594	0	0	0	0	0	0.277442	0	0	0	0	0	0	0	0	0	0	0	0	0.128551	0	0.17073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17937	0	0	0	0.315316	0	0	0	0	0	0	0.17832	0.273138	0.203568	0	0
hsa-miR-3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196506	0	0	0	0	0	0.193298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3170	0	0.37474	0	0	0.729374	0.833908	0.484909	0.301081	0.728213	0.412212	2.012269	0.508647	1.320985	0.593576	1.122648	0.948882	1.085843	0.564785	0.380291	0.422668	1.075106	0.175051	0.643932	0.202846	0.91749	0.876306	0.532776	0.696921	1.05995	0.587451	0.201523	0.995823	0.278564	0.414594	0.70719	0.838179	0.254301	0.6446	0.13474	0.971045	0.245518	1.517493	0.965386	1.016165	0.132242	0.136524	0	0	0	0	0.135334	0.277798	0	0	0.17073	0	0.128816	0.462827	0.200406	0.159233	0	0	0	0.745466	0.170481	0	0	0	0.386596	0.266079	0	0.281532	0.250907	0.12303	0	0	0.276612	0	0	0	0.561964	0.35664	0.273138	0.203568	0.228794	0.191981
hsa-miR-3171	0	0	0	0.170465	0	0	0	0	0	0	0.862401	0	0	0	0	0	0.108584	0	0	0	0.684159	0	0	0	0.344059	0	0	0.139384	0	0	0	0.165971	0	0	0	0.279393	0	0.3223	0	0	0.245518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-3p	0	0	0.205088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141196	0	0.140889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279393	0	0	0.13474	0	0.122759	0	0	0.145166	0	0	0	0	0.098979	0	0	0.555596	0	0.159812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17832	0.273138	0	0	0
hsa-miR-3174	1.225262	0.249826	0	0.511394	0	0	0	0	0.364107	0	0	0.169549	0.440328	0	0.280662	0.189776	0.108584	0.282393	0.760581	0	0.293211	0.175051	0	0	0	0.175261	0.266388	0.139384	0.529976	0	0	0	0	0	0.47146	0	0	0	0	0	0.491036	0.50583	0.482693	0	0	0	0.151129	0	0	0	0	0	0.257102	0.319624	0	0.290762	0	0.154276	0.200406	0	0.174494	0.317082	0	0	0	0.409639	0	0	0	0	0.17937	0.093844	0	0.24606	0	0	0	0	0	0	0	0	0	0	0	0.383962
hsa-miR-3175	0	0.124913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139384	0	0	0	0	0.557127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3176	0.612631	0	0.410176	0.68186	0	0	0.323272	0	0.728214	1.44274	0	0.169549	1.761313	0.296788	0.561324	0	0.108584	0.282393	0.38029	0.140889	0	0.350102	0.214644	0.202846	0.573431	0.701045	1.598328	0.557536	0.397482	0.391634	0	0	0.557127	0.414594	0.94292	1.396965	0	2.578401	0.13474	0.277442	0.368277	0	0	0	0.264484	0	0	0.125023	0	0.133338	0	0	0	0.159812	0.17073	0	0.128816	0	0	0.159233	0	0	0	0	0	0.409639	0.257733	0	0	0	0	0	0.250907	0	0	0.164724	0.138306	0.126804	0.450179	0	0.374642	0	0.273138	0.203568	0	0
hsa-miR-3177-3p	0	0	0	0.170465	0	0	0.323272	0	0	0.824422	0	0	0	0	0.561324	0.379553	0.217168	0	0	0.140889	0.195474	0.350102	0.214644	0	0.344058	0.175261	0.532776	0.418152	0	0	0.201523	0.165971	0.278564	0	0.94292	0.279393	0	2.256101	0	0	0.368277	0	0	0	0	0.136524	0	0	0	0	0.135334	0	0	0	0	0.290761	0	0	0	0	0.348988	0	0	0.124244	0	0	0	0	0	0	0.358741	0.093844	0	0.12303	0	0	0	0	0.450179	0	0	0	0	0.203568	0	0
hsa-miR-3178	0	0	0	0	0	0	0	0.301081	0	0	0.287467	0	0	0	0	0	0	0	0.190145	0	0	0	0.214644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193298	0	0	0	0	0	0	0	0.138306	0	0	0	0	0	0	0	0	0
hsa-miR-3181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189776	0	0	0	0.140889	0.097737	0	0	0.202846	0.114686	0.350523	0.266388	0.139384	0	0	0	0	0	0	0.23573	0	0	0.3223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163301	0	0	0.17937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3183	0	0	0.205088	0.170465	0	0	0	0.602161	0	0	0.287467	0	0.440328	0	0.280662	0	0	0	0	0	0.097737	0.175051	0.429288	0	0.114686	0	0	0.139384	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252915	0	0.145166	0	0	0	0	0	0.133338	0	0.277798	0	0.319624	0	0	0.128816	0	0	0	0.174494	0	0	0	0	0	0	0	0	0	0.17937	0	0	0	0.315316	0.164724	0	0	0	0	0	0	0	0	0	0
hsa-miR-3184-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3187-3p	0	0.124913	0	0.340929	0	0.208477	0.161636	0	1.09232	0.618317	0.287467	0.508647	2.201642	0.890363	3.367943	0.379553	0.108584	0.141196	0.190145	0.281778	0.390948	0	0.214644	0.405692	0	0.175261	2.397492	0.139384	0	0.195817	0	0	0	0.414594	1.65011	0.558786	0	0.6446	0	0.277442	0.245518	0.252915	0.482693	0	0	0	0	0	0	0	0	0	0.128551	0.319624	0	0.436142	0	0.154276	0.200406	0.318465	0	0.158541	0.196506	0.124244	0	0	0	0.163301	0.193298	0.266079	0	0.093844	0	0	0	0.164724	0	0.126804	0	0.472674	0	0	0	0.203568	0	0
hsa-miR-3188	0	0.124913	0	0.170465	0	0.208477	0	0	0	0.412212	0.287467	0	0.440328	0	0.280662	0	0.325753	0	0.190145	0	0.390948	0	0.858576	0	0	0	0.266388	0.139384	0.132494	0	0	0.165971	0	0	0.23573	0.558786	0.254301	0	0	0	0	0	0	0	0	0.136524	0	0	0.098979	0	0	0	0	0	0	0.145381	0	0.308551	0	0	0	0.158541	0	0.124244	0	0	0	0	0	0	0.17937	0	0	0	0	0	0.276612	0	0	0	0	0	0	0	0	0
hsa-miR-3189-3p	0	0	0	0	0	0.208477	0	0	0	0	0.287467	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.528969	0	0	0	0	0	0	0	0	0	0	0	0.128816	0	0	0.318465	0	0	0	0	0	0	0	0	0	0	0	0.093844	0	0	0	0	0	0	0	0	0	0	0.273138	0	0	0
hsa-miR-3190-5p	0	0	0	0	0.729374	0	0	0	0	0	0	0.169549	0	0	0	0.189776	0	0	0.190145	0	0	0.175051	0	0	0	0	0	0	0	0	0	0	0	0	0.23573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128551	0	0	0	0.386447	0	0	0	0	0	0	0	0	0	0.085911	0	0	0	0.17937	0.093844	0	0	0	0	0	0	0	0.472674	0	0.17832	0	0	0	0
hsa-miR-3191-3p	0	0	0.205088	0	0	0	0.161636	0	0.364107	0.206106	0.574934	0.169549	0	0.593575	0.280662	0.379552	0	0.141196	0	0	0.097737	0.175051	0	0.202846	0.114686	0.350522	0	0	0.264988	0.195817	0	0.165971	0	0.414594	0.47146	0	0	0	0.13474	0.138721	0.245518	0.252915	0	0.145166	0	0.136524	0	0.250046	0.494895	0.133338	0.135334	0.555596	0.257102	0.319624	0.17073	0	0.386448	0.154276	0.200406	0.159233	0.174494	0.317082	0	0.248489	0.511443	0.409639	0.601376	0.326602	0	0	0.17937	0	0	0	0.315316	0	0	0.253609	0.450179	0	0	0.17832	0	0.203568	0	0
hsa-miR-3192-5p	0	0	0	0	0	0.208477	0.161636	0	0	0	0	0.169549	0.440328	0.593575	0.280662	0.189776	0	0.141196	0	0	0	0	0	0.202846	0.114686	0	0	0	0.132494	0.195817	0	0	0	0	0	0	0	0	0	0	0	0	0.482693	0	0	0.136524	0	0	0.098979	0	0	0	0	0	0	0	0.257632	0	0.200406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164724	0.138306	0	0	0	0.187321	0.35664	0.273138	0	0	0
hsa-miR-3193	0	0.874393	0.820352	1.704646	0	0.416954	0.808182	0.903243	2.18464	1.236635	2.87467	0.508647	0.880656	0.593576	1.683972	0.379552	0.542922	0.564785	0.190145	0.422667	0.781895	1.050306	0.643932	0.811384	0.91749	0.701046	1.598328	0.139384	0.132494	0.391634	1.209137	0.165971	0.835692	0.829187	0.23573	0.279393	0.762902	1.2892	0.26948	0.277442	0.368277	0.50583	0.482693	0	0.264484	0.955668	1.209035	0.375069	0.197958	0.133338	0.406002	0.833394	0.642754	0.799061	0.17073	0.581523	0.644079	0.154276	0.601219	0.955397	0.174494	0	0	0.496977	0.170481	1.638558	0.171822	0.653205	0	0.532158	0.35874	0	0.501814	0.61515	0.315316	0.658897	0	0	0	0.945348	0.561964	0	0	1.017842	0.228794	0.383962
